Projects, Parent, Alias: Default, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Plan Type (Project), Aggregation (Project), Data Storage (Project), Formula (Project), Formula Description (Project), Plan Type (Plus), Aggregation (Plus), Data Storage (Plus), Formula (Plus), Solve Order (Plus), Formula Description (Plus), A_Customer, A_ProjectType, A_StartYear, A_StartMonth, A_IsClosed, A_Entity, A_BU, Operation
PLBWHSP1805104600,AllProject,2018年百威英博FIFA沃尔玛进口酒临促活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,94e865fc-e24c-4c5b-b158-8aa7089d156e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805102300,AllProject,2018箭牌P6绿箭餐后主题活动-南区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,90ebbf8f-1471-4398-a124-6cb43a143fdc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805105100,AllProject,2018年箭牌P6绿箭餐后主题活动-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b92d4ac5-9ba9-4f70-a167-81b9073c8eae,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHMD1805093000,AllProject,宝洁18年5月全国店检项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9fb12dff-1b4e-4ae3-856e-053229383d8b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHOT1806105200,AllProject,宝洁18年6月全国店检项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0d3c9258-e43d-43bc-afcd-e5796672bc31,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805105000,AllProject,2018年箭牌P5沃尔玛劲浪试吃客户定制活动-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0cbbb6f0-801e-4d02-bff6-fee9b5abdf46,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805103200,AllProject,Y18百度糯米5月10日深圳会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ecee5e77-b8e0-4ee4-bbef-bf22ae4b5250,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHCA1804104300,AllProject,Y18 百事东区4-6月薪资代垫项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c692c401-be5c-45cc-95ad-7d1fc17d3697,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805103000,AllProject,Y18百度糯米5月9日广州会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,84a7145f-e5a6-4515-b043-6e516d2b7301,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805103300,AllProject,Y18百度糯米5月8日上海中国行会务,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d3d4e433-ce00-4c03-8510-e01aa4f94ccc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805103100,AllProject,Y18百度糯米5月15日广州会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,36bdff84-882d-4707-a5e8-b220c95746db,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805103400,AllProject,Y18百度糯米5月23日上海会务,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f14f64cb-f1d1-457e-bcd9-c01c3e4270e3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVADHRS1805104400,AllProject,焙朗百人瑜伽路演项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e27e3477-be6e-434e-868a-01ad8e7ff624,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIHSHRS1805102200,AllProject,2018年韩束10城市路演项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,64a6a234-a312-4bef-a024-614e73741386,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHST1801003105,AllProject,欧莱雅DP人事外包-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8bce71c8-acde-416a-9a23-553313635a7c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSS1801003205,AllProject,欧莱雅DP人事外包-2018年5月短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,99ab3ee3-3d40-49cc-af11-0e882580cf97,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCHR1801001805,AllProject,2018年金佰利DSR5月份人员派遣服务项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9a29f712-b4d2-429e-a1e2-96b56041ff8d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVFLDSS1801004605,AllProject,Y18菲丽嘟全国宜家促销员管理5月短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a4b933dd-e57e-4ba0-9968-d01b3f050c41,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVHEHSS1801001605,AllProject,Y18好时旺季5月驻店导购-短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3d51ee89-da61-4b77-a365-02221e740305,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVHEHST1801001505,AllProject,Y18好时淡季5月驻店导购,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ab8034e8-58d1-4cf3-9ac2-bcf788189d61,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
RCFRHHR1801007905,AllProject,费列罗CVS理货项目-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d862d8b4-ca85-48f2-a8ee-9faea68714ad,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVDPHHR1801001405,AllProject,B站人事外包2018-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6cfc1fcf-123e-450b-bfc2-dbbf6a7f2e54,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHJHST1801008005,AllProject,2018年亨氏M5PG项目-人力,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5a4311c2-7587-4391-a69c-d280ab0ede30,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIFRHST1801001305,AllProject,费列罗TSR管理2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,1c8abd4d-bdd0-4f56-8ad8-4b86a154bb96,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHJHSS1801008105,AllProject,2018年亨氏M5PG项目-非人力,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,938a3c79-dc8b-4ebe-9268-c75bb0c35f9e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSS1801001105,AllProject,Y18玛氏淡季5月短促-南区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,62d7f56c-a716-47a3-b6ba-91cbab7ca838,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSS1801001005,AllProject,Y18玛氏淡季5月短促-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,40179672-0b63-44ec-a24b-9ac4db64e630,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIYMHST1801014005,AllProject,Y18翡丽5月长促理货员,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e0ba5f19-212a-4a11-98b0-fd2999652a9f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHST1801000905,AllProject,Y18玛氏淡季5月Mer&Checker项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f39cc51c-dfaa-46a0-bdd1-a0b947cc46c2,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHST1801017905,AllProject,箭牌理货员项目2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,098adb1d-08af-4db3-bda8-39eb4c36bffd,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHST1801000705,AllProject,Y18玛氏淡季5月长促-南区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,21bff278-cbb1-4f45-ab13-a43c81cc9c75,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHSS1801030405,AllProject,箭牌理货员项目2018年5月短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,72e22a93-55bc-4650-b9da-5913b56330d6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WITSHHR1802030705,AllProject,陶氏杜邦DG人事外包项目-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,688fbe84-cafe-42dd-9fd7-a47a05bc1064,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHST1801000605,AllProject,Y18玛氏淡季5月长促-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,777ca577-7f5f-4d96-ac7d-91b9123733e9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSS1804048105,AllProject,Y18玛氏淡季5月Mer&Checker项目短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,33ed7e1d-72e3-4272-9cea-9d05d24e7f24,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLPEHHR1801000505,AllProject,Y18百事人事外包-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d05cd9df-404b-47a3-ba5b-28d160aebaae,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCSS1805048600,AllProject,金佰利2018年5月长促管理短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f558626e-12da-4cda-a6cd-85076f990b9d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIDMHST1801000305,AllProject,纽迪希亚全面管理-南中国-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a5789c71-a110-4614-a979-5cab2eeb225c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIWALSS1801000205,AllProject,和路雪2018年5月PMR管理项目短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b7a9373-f7aa-4767-b2c9-56da39475b3c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIYMHSS1805048705,AllProject,Y18翡丽5月长促理货员短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,85cb5175-c441-4b35-b70b-8b2585c981b0,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIWALHR1801000105,AllProject,和路雪2018年5月PMR管理项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f88747af-39b1-4d42-82e6-347a1a4351af,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMHHSS1801012905,AllProject,2018年MHD5月临促工资发放,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,df2634e2-4fc3-46b8-825e-c76766650f78,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHSP1805096700,AllProject,2018年百威FIFA路演活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,62771289-7ff1-405b-a053-cbcfde292b42,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSJAXOT1805096900,AllProject,2018年GIC展会地推活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4029c52c-f64b-4bf9-84d2-26c26deea13e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805080200,AllProject,FY1718 YH 5月母亲节middle Event1,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9772e241-b8e3-453c-b233-c9ca659a2094,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSLGHST1801014305,AllProject,Y18蓝罐5月长促项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,660feb42-7bf7-4d76-acd4-357d432187b8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIJHHDS1804086300,AllProject,ERP测试01,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b315aebf-9833-4c45-960f-6bc33ace9b78,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSP1805091200,AllProject,Y18玛氏饮品导饮员项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,61bb657b-290f-4d3e-a486-f6c44672ae6d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805082900,AllProject,Y18 百事西区5月麦果脆试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7c4ebb64-0c05-4a1f-97c3-eb7252337d55,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHRS1806092200,AllProject,2018吉列世界杯mega event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8220abd0-3af9-44ea-bbe2-4bcf44f7b9bb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPPHDS1805093900,AllProject,Y18不凡帝比巴卜新品派样,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,fe9c4593-9153-4e17-9ab8-a54067ddcc61,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1805092300,AllProject,2018年美汁源新一代校园赠饮活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b5fa12a9-6a9c-45a7-90c9-1f7cc26e5be4,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCOT1804093300,AllProject,金佰利2018年4-6月珠海共享PG管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,be2455c9-0c0a-4921-93ec-f003b81b7d35,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1805100500,AllProject,Y18欧莱雅In store demo活动0517档-洗护,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,611d38c8-6561-44a5-8340-ad8c4a4b01fd,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1805097200,AllProject,Y18欧莱雅In store demo活动0517档-男士,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,cf1dddb3-ba7b-4841-ae51-171b2963325f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805101200,AllProject,百度糯米4月电销礼品代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3d1bd56b-e9f8-4f7e-9886-ecac4b4bc249,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIQDHSP1805048200,AllProject,Y18强生大宝小龙女项目-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,536b78bf-f99d-41f4-a3ed-2f80fc458bbb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIDMFCA1804096800,AllProject,帝门2018店招物料代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,047f09ac-1c8a-4136-a715-50194bbd3d72,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCOT1803093400,AllProject,金佰利2018年3月珠海共享PG管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a86cbb90-11f0-49e9-9656-f74195488319,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLACHSP1805084100,AllProject,2018 安佳5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9f6d3f93-9c34-4a8b-8112-953169fbd9e2,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCOT1805093200,AllProject,金佰利2018年5-7月广西共享PG管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,230b52f2-f729-47f2-8c2d-e044f77b4cfc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCSP1805093100,AllProject,金佰利2018年5-6月短促项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0d6eac55-923b-4238-9ab0-7565a4f67ddd,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHST1802037105,AllProject,美赞臣执行团队成本-05,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,dede4602-00c8-4db2-86f9-98250915e46d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHSP1805091100,AllProject,2018 箭牌P6弹立方全国主题活动-南区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d735f629-e95a-4fa7-8ecc-134f537124f9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHST1803040705,AllProject,美赞臣PNA-05,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9ca75e03-437b-444b-a71c-ffbe7434fc2a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHJHSP1805095700,AllProject,2018年亨氏共享促销测试项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,84319c3e-d912-4d99-a75e-d7cc28172b2d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMHHST1801012805,AllProject,2018年MHD5月长促工资发放,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,447b78a6-f65a-4e25-baa5-7f4515d0a12c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHRS1805091000,AllProject,2018年美赞臣CS路演项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,976ba049-b8e5-44a9-8720-8f684e226d56,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHCA1805084600,AllProject,宝洁母亲节KCP快速激励代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,68cc30f6-09f7-4851-a11a-bab526114d29,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805074300,AllProject,FY1718-AMJ-PCC category-AMJ 1718 Event 母亲节KCP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0a2a82c3-4091-496d-b2a1-38c3408d6632,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002005,AllProject,ISA浮动服务费I-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0e1fac74-378f-4f07-8601-fba5ade02188,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002105,AllProject,ISA浮动服务费II-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,bc207101-ab13-44b6-b5c1-f098e2f0a6a1,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1805083100,AllProject,Y18 联合利华屈臣氏炫诗店内促销活动5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b9d9536-4c3e-4d87-9046-90b555c5fbc3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1806083200,AllProject,Y18 联合利华屈臣氏炫诗店内促销活动6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0b235f07-be0a-47af-aaee-88a77372f4fc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002205,AllProject,ISA激励奖金-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f67b121c-0479-4a49-b387-fda9d249c37b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002405,AllProject,SellingDay激励-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,bf074fbd-41d9-4206-aea1-9c5738742d1f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIABHST1801013605,AllProject,Y18雅培全安素山姆店内促销长促-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4d57acf0-dfe8-49c6-a556-f6ab4e234778,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIABHSS1801013705,AllProject,Y18雅培全安素山姆店内促销长促-5月短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ae92e7b8-4850-4531-9441-8edaae0a04ac,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002605,AllProject,SPOC浮动服务费I-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3dbc0865-d548-44cf-ad48-18bd9e67b843,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002705,AllProject,SPOC浮动服务费II-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3a24ff44-5596-4c92-a869-7543e0878beb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002805,AllProject,SPOC额外服务费-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4c3dda73-aecf-47c5-80c8-f6de8acd04bf,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801003005,AllProject,SPOC激励奖金-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8941b8eb-68a3-4a60-b452-5d61da7b0e1a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805084500,AllProject,2018百事南区乐事5-6月免品项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,24b0a468-9143-4370-a4f0-d1704c7d023d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVFLDST1801004505,AllProject,Y18菲丽嘟全国宜家促销员管理5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,42dcc7d5-f35c-4aad-869d-3af2b50b2fab,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805085500,AllProject,SMKT AMJ CRVTesco Mother Day 妈超ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,813f8128-110c-4e06-8ca5-d5b3b3e3d032,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805085400,AllProject,SMKT AMJ CRVTesco Mother Day ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9248af76-0457-4e0a-8df4-4bdd62911aa6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIYKHSP1804086000,AllProject,养乐多2018年店内试饮短促项目-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,37a5758f-b68d-4068-8654-12f30b833668,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1804082500,AllProject,Y18百度糯米4月23日北京会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,fb9a7b77-52f8-4a26-b295-8176469276d9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHCA1805089000,AllProject,2018年5月-KCP母亲节活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7bddcd03-47d8-4208-8971-6dcf61b05266,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805088900,AllProject,FY1718 AMJ FHC Category AMJ category mini event New store,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6dad9189-3185-491f-9490-a04b0cec0c14,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1803088603,AllProject,3月永辉销量激励计-2018年3月(ISA和ISP联合活动）_3,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,74400d6e-b67e-4694-87ff-a9da3350029d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVJJHOT1805091900,AllProject,4月-强生经销商服务管理项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,40722d39-2c83-4d06-bf45-35e226eefc18,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHST1801005805,AllProject,美赞臣NCL-5,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5d8313f1-b8fe-4db0-8ca0-dbf0bf73dd29,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHST1801005905,AllProject,美赞臣NC-5,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b0d80bea-3746-4eea-86a9-43e140f10149,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHBRHHR1801014405,AllProject,2018年红牛5月理货员人事管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,02e377a9-c1fa-4381-81c1-2efa3e0c4ce6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHBRHSS1801014505,AllProject,2018年红牛5月短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a2906724-4a7e-4869-aec2-75fe77f4a1a8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLDAHHR1801014605,AllProject,达能销售代表2018年5月人事管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,03a73a2d-9ce5-48ad-b066-6e6702ead985,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLDAHST1801014705,AllProject,达能长促2018年5月店销活动管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f5264beb-01cc-49a6-a23e-41e508f610ee,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLDAHSS1801014805,AllProject,达能长促2018年5月店销活动管理短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,375e5244-4026-46e3-931c-7854b29d4619,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805090100,AllProject,FC AMJ YH,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4d573799-7594-4daa-8fb9-7811a556244b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHST1802036905,AllProject,美赞臣NCM-05,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8de183d2-c65e-4475-a7a5-196ef5b01d9d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHST1801008405,AllProject,美赞臣管理费-5,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b1d9ba26-7dde-448f-b4ec-6c60dec8322a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
