Projects, Parent, Alias: Default, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Plan Type (Project), Aggregation (Project), Data Storage (Project), Formula (Project), Formula Description (Project), Plan Type (Plus), Aggregation (Plus), Data Storage (Plus), Formula (Plus), Solve Order (Plus), Formula Description (Plus), A_Customer, A_ProjectType, A_StartYear, A_StartMonth, A_IsClosed, A_Entity, A_BU, Operation
WIKBCST1801008505,AllProject,金佰利2018年5月长促管理,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,90d3037c-e289-44de-8587-e7a5e1b0a62c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHCA1803092000,AllProject,3月永辉销量激励计-2018年3月(ISA和ISP联合活动(更新））,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,32f60413-7ac1-405f-abf1-69b438302bc5,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801002505,AllProject,SPOC基础服务费-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a4b7add4-b4dc-4388-bc4f-35c9435903e7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHCA1804088800,AllProject,2018年4-6月 ISA 巅峰赛,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,759cef7e-b578-4464-94e5-5842f1663525,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHST1801001905,AllProject,ISA基础服务费-2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e89f8fcf-a575-4afe-9a75-5705b55500da,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804084400,AllProject,芬达漫展活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e7e6250c-1457-4e24-809a-c5a39e044f0b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIMKHSP1805087000,AllProject,康师傅方便面2018.5兰州试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,40fc2c95-7f4c-4f8d-b230-fb6805f71d1f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHMXSP1805085200,AllProject,2018年盒马店内人员管理项目-5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e665459a-054d-40b3-87c1-0b3ebac0b375,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIYMHSP1805084200,AllProject,Y18翡丽5月临促活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6ab2184c-46e8-4577-928b-89ed03a80f5b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1804085300,AllProject,2018年百事南区桂格5月免品试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3811409c-3a7a-4a34-b305-9b3ccec31dda,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804072800,AllProject,可口可乐邻家系统18周年商品展示会,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,eb4c9640-4faf-45e2-a3c5-203d7ab21188,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804072700,AllProject,可口可乐五一公园推广活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5558b3b8-8c32-49ce-aea7-06230f5a0b04,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIGSKST1804072004,AllProject,Y18 GSK 共享促销员_4,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,612fedb4-0d9d-40d0-b84c-9c11c7b032a6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIGSKST1804072005,AllProject,Y18 GSK 共享促销员_5,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,dec03d9f-92ed-4c57-8ee1-1ac5c4c2925a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIGSKSP1804064200,AllProject,Y18 GSK 5月临促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e6447e92-760e-4fa2-9c8a-1b48590aca02,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804068200,AllProject,可乐京客隆系统2018年新品展示会,false,never share,false,可乐京客隆系统2018年新品展示会,<none>,<none>,,,unspecified,none,,,,false,true,e7e4c45d-0470-465f-85a9-447de0ad41f9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIGSKSP1804064100,AllProject,Y18 GSK Q2北区增加临促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9ea24d3d-d265-4a0f-960f-27542be26fe8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIGSKSP1804072600,AllProject,Y18 GSK 共享促销员-4&5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e9a86468-3416-4c75-afb2-ed0cb4efc683,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1805073500,AllProject,Y18 联合利华5月奥妙金纺活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e5c11af4-5882-49f2-900a-49b3497673b0,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1804073200,AllProject,Y18 联合利华立顿4月樱花活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4dc86442-7f22-404a-99a0-7c5bbad43ee8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1804074600,AllProject,SMKT RKA MJ 18 KCP ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3a4580fd-f2f3-4b7f-94da-22b647eeb654,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1805074700,AllProject,Y18 联合利华家乐福店内促销活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,978769a4-dd6b-4334-ae54-74b5cde5f0be,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1804073300,AllProject,Y18 联合利华多芬植萃4-5月活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,51ea0571-679b-419b-91bb-6f0e7c5d276d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805074400,AllProject,FC AMJ Mother's day KCP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c6b55ec0-98bc-45e5-b446-aab60c2adf3b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1804073600,AllProject,Y18 联合利华 5月新清扬活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6a4eb8cf-d10b-49e4-ae1d-d52aebbcf894,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1804073400,AllProject,Y18 联合利华多芬母亲节4-5月活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,382b643f-0e69-49c4-8346-d05d09c45e20,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSP1804075000,AllProject,Y18玛氏淡季P5德芙小清新派样活动-南区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8c06944e-27a6-45cd-b478-eec47e1d9b6d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSP1804075200,AllProject,Y18玛氏淡季P5德芙小清新派样活动-西区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,1e10793b-ae47-47bc-affe-bf1b1a4d8589,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSP1804075300,AllProject,Y18玛氏淡季P5德芙小清新派样活动-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,1484aa1d-48c9-4858-8584-24ecbbb6f31a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1804075400,AllProject,Y18欧莱雅5月SID活动-洗护,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,094e13ae-07e3-4b1f-8b02-8b8e4f70f363,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805079900,AllProject,Y18 百事东区5月LKA大波浪试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,cd75a03b-7cf1-4c01-b0a7-01d26ec2640c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805080000,AllProject,Y18 百事西区桂格5月试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b8e0e17a-9257-44a6-9a0b-90dbdcc8597a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805075500,AllProject,FY1718 LAU AMJ mini event 母亲节KCP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,39249c21-85ca-443e-b58d-619ad0de2e08,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVHEHCA1804080300,AllProject,Y18好时Q2卖进费,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,1d44814d-137b-404c-93fe-0153caaa525c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1805081400,AllProject,Y18联合利华力士小晶钻5月店内活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,30cf7b28-d0ff-4a27-9079-338f781644f0,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1805082800,AllProject,Y18联合利华清扬植觉5月店内促销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,57efb148-989e-4147-a7ed-77c834f1ede5,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIJBDPR1804082700,AllProject,抢鲜一步，为你而来，京东花卉绿植供应链一体化解决方案推介会,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,fe9ad827-4052-4e8d-9932-36aef470106d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1806081500,AllProject,Y18联合利华力士小晶钻6月店内活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,939c7a95-3872-49f5-a5c6-34e1a7149a8c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1805081800,AllProject,Y18联合利华多芬植萃沃尔玛5月店内活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e573b669-35d3-4d37-ad7d-e862bb5b1b10,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1806082200,AllProject,Y18联合利华多芬植萃沃尔玛6月店内活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0314fbba-eae5-4122-b288-f30a7060578d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805075600,AllProject,SMKT AMJ YONGHUI 1811档洗护节,false,never share,false,SMKT AMJ YONGHUI 1811档洗护节,<none>,<none>,,,unspecified,none,,,,false,true,cc5706e4-68f1-4eb3-8b3a-90bb08217bba,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1804075700,AllProject,Y18百度糯米4月武汉会销,false,never share,false,Y18百度糯米4月武汉会销,<none>,<none>,,,unspecified,none,,,,false,true,73ac519c-b5ca-4b43-bc57-a18c5434cc4c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1804079600,AllProject,Y18欧莱雅5月SID活动-男士,false,never share,false,Y18欧莱雅5月SID活动-男士,<none>,<none>,,,unspecified,none,,,,false,true,746be5bd-fbfa-428e-8bb1-8d40d073bcd5,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1804079700,AllProject,Y18欧莱雅5月SID活动-永辉洗护,false,never share,false,Y18欧莱雅5月SID活动-永辉洗护,<none>,<none>,,,unspecified,none,,,,false,true,acab0488-7357-4a9f-9aa1-487909db65c9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805079800,AllProject,Y18 百事东区5-6月MT大波浪试吃活动,false,never share,false,Y18 百事东区5-6月MT大波浪试吃活动,<none>,<none>,,,unspecified,none,,,,false,true,86aad78a-0bf1-4ec1-b0fc-fd11ebfe8cc9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805082400,AllProject,SMKT AMJ YONGHUI 妈妈是超人ISP,false,never share,false,SMKT AMJ YONGHUI 妈妈是超人ISP,<none>,<none>,,,unspecified,none,,,,false,true,8e40cedf-9143-4a0d-9852-fedeaebda687,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHSP1804082600,AllProject,2018年P4弹立方派样客户定制活动,false,never share,false,2018年P4弹立方派样客户定制活动,<none>,<none>,,,unspecified,none,,,,false,true,a0e8fb1f-b3e3-4a48-9d95-7fbe5fb7a76c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMRHSP1804080100,AllProject,Y18玛氏淡季P4山姆店贴签活动,false,never share,false,Y18玛氏淡季P4山姆店贴签活动,<none>,<none>,,,unspecified,none,,,,false,true,59ce6045-01f4-4538-a362-c0a2d3864d90,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805073100,AllProject,FY1718  OC AMJ Mother's day KCP Mini Event,false,never share,false,FY1718  OC AMJ Mother's day KCP Mini Event,<none>,<none>,,,unspecified,none,,,,false,true,c9e80503-c538-44f5-8428-652ba5a2fe2a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHMXSP1804074100,AllProject,2018年盒马店内长期人员管理-4月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,40b7c102-11d8-4942-b075-381b4bd2a207,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIFIHSP1804072500,AllProject,2018美素佳儿焕新升级周末活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,75fe7563-cb5b-4e80-afc2-a54cfac0e682,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIFIHRS1805072400,AllProject,2018美素佳儿Q2季度100平米路演活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,491cce39-a825-4002-9a7a-58977955f998,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1804071400,AllProject,FY1718 AMJ Downy WK Mini Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4b495d42-d3e7-4fa3-8771-07cce1e0a4c3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1804067800,AllProject,FY1718 AMJ HC Category Mini Event New store,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5cfbe780-dee1-413d-ba1d-f1f9b52bc0c8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLRS1804074000,AllProject,Y18 联合利华南区立顿樱花车线下活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b4fa3769-4488-4a07-8abe-f9fbe2e18d0d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805073000,AllProject,SMKT AMJ Walmart Mother Day ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,69ca4584-2c88-455a-b590-0f5f69636c21,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1804068500,AllProject,Y18百度糯米4月13日广州会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ac76ec8e-71d0-4cc3-b0c6-3bf67a8e1792,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1804068400,AllProject,Y18百度糯米4月13日北京会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a5eb2a90-4cd3-4606-9b45-983da58ed5ee,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHJHSP1804064400,AllProject,2018年亨氏周末冲锋队活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,04a8db9e-e2fc-478e-a26d-e476e209f203,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHSP1804072100,AllProject,2018箭牌P5绿箭薄荷糖主题活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,72ca4ad2-2c2f-41c2-8eae-61321a74c24e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1804068100,AllProject,FY1718 AMJ OC category OC AMJ mini event New Store,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,983e70a5-f0d5-4b78-b84b-3f98c599e304,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1804067900,AllProject,Y18百度糯米4月深圳会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5d389885-f24b-4343-ad29-6770adc3ac98,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHMXST1804061904,AllProject,2018年盒马店内人员管理-长促_4,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a9b18a7d-3436-4010-9ae2-071d860ff2af,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805074200,AllProject,FY1718 HC Mother's Day KCP Mini Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4f5cb2a1-6fd4-41f8-a1a5-0a26ac900fd6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804062300,AllProject,中粮可口可乐地球港新店开业定制机落地执行活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,501419d6-ab01-4e87-9e60-d08a2bc23de6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804062200,AllProject,中粮可口可乐全时系统赠饮活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8011594a-f912-414c-a4bb-47219297b2f5,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMHHSP1804070000,AllProject,MHD Chandon 2018 Q2 中促项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,41f2e100-3573-4f1b-a622-fc2d4b15db33,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHSP1804071600,AllProject,2018箭牌P4益达NKA Heavy Up活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e963f5b2-4b65-40d8-acb0-fdb12ca23dfb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWWHSP1805071500,AllProject,2018箭牌P5绿箭NKA Heavy Up活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,380dbf4f-e09d-40eb-b40a-5d4d5ba09606,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1804068000,AllProject,Y18百度糯米4月12日北京会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,efb659a1-2afd-40d2-bfe3-0f38e4935dbd,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1804069000,AllProject,Y18 百事东区4-5月桂格试吃活动（大燕麦、麦果脆试吃）,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,bc154eb7-d47e-4a72-9928-71aa5cda1430,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHRS1805067700,AllProject,2018年宝洁FY1718 RTM 母亲节,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d4ee7b24-954c-4da1-990c-c0dc88c3144c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805067600,AllProject,Y18 百事轻焙薯片新品上市试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8c9fef24-99bb-4f39-ad53-75a9e9572528,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHCA1804064000,AllProject,百威视频制作,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,abe9ebe1-972a-4dc4-96aa-45f46dffc336,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMHHSP1804066400,AllProject,MHD Chandon Happy Hour 4-6月餐饮短促项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b191fe75-15f7-45f5-bc5d-e676cf1b2f83,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1804064300,AllProject,FY1718 AMJ Gill FY1718 AMJ Gill 穿越火线,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,51e2a302-5c6e-4abb-911e-05f01403e1f8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHCA1804063300,AllProject,美赞臣Q2代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a81a949b-b699-4e00-9236-4c395dfd73ed,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSALHST1801006105,AllProject,爱尔康长促-05,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,538f8960-7851-4565-9f80-0c23407ff15a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1804062100,AllProject,可口可乐清明节档期公园售卖活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0f087f37-97db-4e49-80aa-f4435e9f96ea,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1804064600,AllProject,百威学区赞助活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,429e4cc8-be16-4a5b-8cb0-15b711960cca,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMHHSP1804068300,AllProject,MHD Hennessy & Meals Wedding Wave III 短促项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6469eae6-4d55-4993-a0b6-00a0b3aea6a1,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1804061100,AllProject,FY1718 Fem AMJ RT Mini Koala event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,997ec473-6732-402d-ba3e-5ed70d851b28,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIYMHSP1804060400,AllProject,Y18翡丽4月临促活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d88c84a8-a5fb-4026-a192-21a5ba8f8f8e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1807139500,AllProject,Y18联合利华华润苏果品牌日活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a5da3867-5603-40e9-b6ac-451ada3a0280,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WISBHMV1806135100,AllProject,Y18 speedo神秘访客,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,21d014f7-5c9c-48c7-885b-0852497da3a3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
ProjectType,Projects,项目类型,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8948879e-0a7b-4c1d-bac8-44dc506383e7,true,~,never share,<none>,,true,~,never share,<none>,0,,,,,,,,,
SS,ProjectType,长促拆分短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0daa53b6-b58a-4e36-b908-75437b3e1415,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
ST,ProjectType,店内长促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a7a3ac02-6bcf-4ace-980d-17de8a9d9cdc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
SP,ProjectType,店内短促（每店2人以内）,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5ae080be-1ab4-44fc-a3c1-3c006550db48,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
SE,ProjectType,店内活动（每店3人以上，含3人）,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,54d8d087-a06a-4e72-945c-cc7ab9ec55e7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
DS,ProjectType,派样,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0b6d7f5f-2049-40ea-900b-d1002b3886f8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
RS,ProjectType,路演,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,1e1371e4-2eda-438e-8763-81ab0f5aa94a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
IP,ProjectType,内部推广,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ff2bb933-cd67-431c-a3d8-b808ecc3d0e3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
CP,ProjectType,校园推广,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ebaf9c0f-989f-4d03-9417-ef18ef6577d7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
XP,ProjectType,卖场推广,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,deac8f4e-8139-4204-a80b-f846f559a73b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PR,ProjectType,会务/会展,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7d97aed2-865b-44d5-9727-e753c8aba5bb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MM,ProjectType,物料制作,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,2083e394-adff-4ebd-9565-2e684b6ba041,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HR,ProjectType,人事挂靠,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7cdd8618-da26-4478-886b-e646d9454439,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
CA,ProjectType,费用代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6b7d707f-3a74-4944-8887-3d0c143a517d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
CD,ProjectType,创意设计,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,bcf89651-bf8a-4984-a4ec-9d913d6c29be,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
OT,ProjectType,其他,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,64c7e514-7fba-4209-9fb4-31e64826bdb6,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
DJ,ProjectType,搭建项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,38feae98-1a52-4e3a-8459-f2b18c8cedbf,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
ZD,ProjectType,制作项目及搭建,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,fa5fefeb-713a-4a0e-9a4b-38e3ea1088bb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
ZL,ProjectType,租赁项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4db7ae35-2c58-47f7-936b-cc4ec57a902f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
